city,admin_name,country,population,lat,lng
Yuncos,Castille-La Mancha,Spain,10813,40.0833,-3.8667
Alipur,Andhra Pradesh,India,10813,18.8621,78.8754
Hejamādi,Karnātaka,India,10813,13.1062,74.7839
Citrus,California,United States,10813,34.1160,-117.8891
Olivença,Alagoas,Brazil,10812,-9.5186,-37.1906
Taufkirchen,Bavaria,Germany,10812,48.3439,12.1303
Al M’aziz,Rabat-Salé-Kénitra,Morocco,10812,33.6667,-6.3167
Kaurihār,Bihār,India,10810,26.9650,84.8462
Keza,Kagera,Tanzania,10810,-2.7540,30.6820
Tacuru,Mato Grosso do Sul,Brazil,10808,-23.6328,-55.0158
Bālupur,West Bengal,India,10808,25.2611,87.8947
Călăraşi,Călăraşi,Moldova,10808,47.2500,28.3000
Bileća,Republika Srpska,Bosnia and Herzegovina,10807,42.8667,18.4333
Ugrinovci,Beograd,Serbia,10807,44.8763,20.1876
Chhātāpur,Bihār,India,10805,26.2197,87.0048
Andhana,Bihār,India,10805,25.2574,85.4548
Tyāmagondal,Karnātaka,India,10805,13.2137,77.3010
Gympie,Queensland,Australia,10803,-26.1900,152.6655
Riverton,Wyoming,United States,10803,43.0421,-108.4144
Darmahā,Bihār,India,10802,26.3663,84.9312
Matomou,Ségou,Mali,10802,13.8514,-4.9647
West Vero Corridor,Florida,United States,10802,27.6363,-80.4844
Eugenópolis,Minas Gerais,Brazil,10801,-21.0989,-42.1869
Icononzo,Tolima,Colombia,10801,4.1833,-74.5333
Kirchseeon,Bavaria,Germany,10801,48.0731,11.8861
Pālamedu,Tamil Nādu,India,10801,10.1050,78.1134
Māngobandar,Bihār,India,10801,24.8162,86.2709
Abbigeri,Karnātaka,India,10801,15.5862,75.7502
Castano Primo,Lombardy,Italy,10801,45.5500,8.7667
El Arba Des Bir Lenni,Fès-Meknès,Morocco,10801,34.3272,-4.2039
Bouchagroun,Biskra,Algeria,10800,34.7217,5.4656
Methil,Fife,United Kingdom,10800,56.1844,-3.0223
Bāra,Bihār,India,10800,25.9286,86.5237
Oulad Daoud,Fès-Meknès,Morocco,10800,34.4303,-4.7728
Divriği,Sivas,Turkey,10800,39.3667,38.1167
Amuru,Amuru,Uganda,10800,2.8186,31.8642
Eski Yakkabog‘,Qashqadaryo,Uzbekistan,10800,38.9314,66.8389
Tallimarjon Shahri,Qashqadaryo,Uzbekistan,10800,38.2967,65.5533
Kyjov,Jihomoravský Kraj,Czechia,10799,49.0103,17.1225
La Puebla de Cazalla,Andalusia,Spain,10799,37.2222,-5.3125
Pélissanne,Provence-Alpes-Côte d’Azur,France,10799,43.6322,5.1511
Terra Boa,Bahia,Brazil,10798,-12.3919,-38.6250
Papraur,Bihār,India,10797,25.4413,86.0378
Kara-Tash,Osh,Kyrgyzstan,10797,40.2165,72.6244
Panaon,Misamis Occidental,Philippines,10797,8.3667,123.8333
Guaraciaba,Santa Catarina,Brazil,10796,-26.5989,-53.5178
Pleasant Hill,Iowa,United States,10796,41.5867,-93.4953
Barbosa Ferraz,Paraná,Brazil,10795,-24.0300,-52.0119
Capena,Lazio,Italy,10795,42.1403,12.5403
Scorniceşti,Olt,Romania,10795,44.5950,24.5469
Atchison,Kansas,United States,10795,39.5625,-95.1367
Río Segundo,Alajuela,Costa Rica,10794,10.0013,-84.1937
Cornate d’Adda,Lombardy,Italy,10794,45.6500,9.4667
Chanteloup-les-Vignes,Île-de-France,France,10793,48.9792,2.0319
Muzaffarnagar,Uttar Pradesh,India,10793,29.4820,77.7000
Wooburn,Buckinghamshire,United Kingdom,10792,51.5810,-0.6910
Zafarābād,Uttar Pradesh,India,10792,25.7000,82.7000
Arakawa,Niigata,Japan,10792,38.1241,139.4438
Binbrook,Ontario,Canada,10791,43.1220,-79.8050
Totolapan,Morelos,Mexico,10790,18.9869,-98.9197
Bithlo,Florida,United States,10790,28.5644,-81.1073
Elmira,Ontario,Canada,10790,43.5996,-80.5604
Dingelstädt,Thuringia,Germany,10789,51.3156,10.3194
Seonār,Bihār,India,10788,25.4142,85.8834
Beaumont,Auvergne-Rhône-Alpes,France,10787,45.7525,3.0836
Kuppachchipālaiyam,Tamil Nādu,India,10787,11.0273,78.1131
Paduma,Bihār,India,10787,26.5766,86.2394
Telkap,Bihār,India,10787,24.7048,84.0093
Marreddipalli,Andhra Pradesh,India,10787,17.7767,78.6016
Kleinblittersdorf,Saarland,Germany,10786,49.1583,7.0361
Flixton,Trafford,United Kingdom,10786,53.4470,-2.3910
Ambohidanerana,Antananarivo,Madagascar,10786,-19.2028,46.7785
Myers Corner,New York,United States,10786,41.5864,-73.8793
Villa Nougues,Tucumán,Argentina,10785,-26.8578,-65.3756
Nurmo,Etelä-Pohjanmaa,Finland,10785,62.8278,22.9083
Shiloh,Ohio,United States,10785,39.8159,-84.2317
Sanson,Borgou,Benin,10784,9.2833,2.4333
Kondakomarla,Andhra Pradesh,India,10784,14.0678,77.9561
Ravutulapūdi,Andhra Pradesh,India,10784,17.3833,82.3833
Sušice,Plzeňský Kraj,Czechia,10783,49.2311,13.5203
Miyato,Gunma,Japan,10783,36.1772,139.1814
Emiliano Zapata,Chiapas,Mexico,10783,16.5392,-92.8967
Ousseltia,Kairouan,Tunisia,10783,35.8400,9.5800
Russellville,Alabama,United States,10783,34.5055,-87.7283
Mount Kisco,New York,United States,10782,41.2016,-73.7281
Ānavatti,Karnātaka,India,10781,14.5645,75.1523
Tamiang Layang,Kalimantan Tengah,Indonesia,10780,-2.1160,115.1691
Sītalpur,Bihār,India,10780,25.7764,85.0283
Bougoula,Koulikoro,Mali,10780,12.3149,-7.7971
Pineville,North Carolina,United States,10780,35.0864,-80.8915
Argelès-sur-Mer,Occitanie,France,10779,42.5449,3.0235
Parkstone,Christchurch and Poole Bournemouth,United Kingdom,10779,50.7100,-1.9500
Paceco,Sicilia,Italy,10779,37.9788,12.5603
Ovada,Piedmont,Italy,10779,44.6392,8.6464
Guaraci,São Paulo,Brazil,10778,-20.4986,-48.9447
Tafalla,Navarre,Spain,10778,42.5277,-1.6745
Nekarikallu,Andhra Pradesh,India,10778,16.3710,79.9430
Diedorf,Bavaria,Germany,10777,48.3500,10.7667
Cave,Lazio,Italy,10777,41.8167,12.9333
Chiramanangād,Kerala,India,10775,10.6819,76.1142
Nilavārappatti,Tamil Nādu,India,10775,11.6081,78.1499
Matulji,Primorsko-Goranska Županija,Croatia,10773,45.3667,14.3167
Bhanghi,Bihār,India,10773,26.3612,87.1826
Nuvem,Goa,India,10773,15.3174,73.9387
Nāranāpuram,Tamil Nādu,India,10772,11.0254,77.2900
Itamogi,Minas Gerais,Brazil,10770,-21.0778,-47.0478
Dallgow-Döberitz,Brandenburg,Germany,10770,52.5331,13.0500
Nīrkunnam,Kerala,India,10770,9.3500,76.5167
Akhnūr,Jammu and Kashmīr,India,10770,32.8700,74.7300
Pipalrawān,Madhya Pradesh,India,10769,23.1625,76.4704
Bhaurādah,Bihār,India,10769,26.2520,87.8600
Waasmunster,Flanders,Belgium,10768,51.1097,4.0847
Osterwieck,Saxony-Anhalt,Germany,10768,51.9667,10.7167
Errahalli,Tamil Nādu,India,10768,12.3911,78.2232
Punjai Kālāmangalam,Tamil Nādu,India,10768,11.2322,77.8236
Westwood Lakes,Florida,United States,10768,25.7237,-80.3717
Gounarou,Alibori,Benin,10767,10.8667,2.8500
Ban Bang Yai,Nonthaburi,Thailand,10767,13.8409,100.3708
Abergavenny,Monmouthshire,United Kingdom,10766,51.8240,-3.0167
Suyo,Ilocos Sur,Philippines,10766,16.9839,120.5139
Pompton Plains,New Jersey,United States,10766,40.9679,-74.3075
Airway Heights,Washington,United States,10766,47.6459,-117.5792
Mutukūru,Andhra Pradesh,India,10765,16.3829,79.4664
Langhirano,Emilia-Romagna,Italy,10765,44.6145,10.2662
Kendall Park,New Jersey,United States,10765,40.4135,-74.5631
Seekirchen am Wallersee,Salzburg,Austria,10764,47.9000,13.1333
Qal‘eh Chan‘ān,Khūzestān,Iran,10764,31.2403,48.7011
Bāsht,Kohgīlūyeh va Bowyer Aḩmad,Iran,10764,30.3611,51.1558
Gleisdorf,Steiermark,Austria,10763,47.1039,15.7083
Agouna,Zou,Benin,10763,7.5667,1.7000
Vire,Normandie,France,10762,48.8400,-0.8900
Sarsai Nāwar,Uttar Pradesh,India,10762,26.9600,79.2300
Vidalia,Georgia,United States,10762,32.2125,-82.4019
Pine Hill,New Jersey,United States,10762,39.7879,-74.9857
Kūhbanān,Kermān,Iran,10761,31.4100,56.2825
Pedralva,Minas Gerais,Brazil,10760,-22.2428,-45.4658
Kājhi Hridenagar,Bihār,India,10760,25.9320,87.2179
Jhundo,Bihār,India,10760,24.7756,86.2473
Gori,Kayes,Mali,10760,15.1083,-10.7639
Ñiquén,Ñuble,Chile,10759,-36.3000,-71.9000
Santo Domingo,Antioquia,Colombia,10759,6.4708,-75.1658
Bad Orb,Hesse,Germany,10759,50.2167,9.3500
Pont-Saint-Esprit,Occitanie,France,10759,44.2575,4.6492
Burgos,Ilocos Norte,Philippines,10759,18.5114,120.6444
Mülsen,Saxony,Germany,10757,50.7447,12.5747
Kuruvambalam,Kerala,India,10756,10.9375,76.1639
Rudra Nagar,West Bengal,India,10756,24.3841,87.8840
Antanandehibe,Toamasina,Madagascar,10756,-19.6774,48.3511
Otavi,Otjozondjupa,Namibia,10756,-19.6500,17.3333
Jarjanāz,Idlib,Syria,10756,35.6182,36.7828
Lulhaul,Bihār,India,10755,25.8787,86.1386
Sāmbre,Karnātaka,India,10755,15.8800,74.5600
Odugattūr,Tamil Nādu,India,10755,12.7679,78.8830
Pragadavaram,Andhra Pradesh,India,10755,17.0167,81.0167
Kīlrājakularāman,Tamil Nādu,India,10755,9.3969,77.6344
Alakamisy Anativato,Antananarivo,Madagascar,10754,-19.8788,46.9007
Ilıcaköy,Antalya,Turkey,10754,36.8219,31.3672
Villa Unión,Durango,Mexico,10753,23.9667,-104.0333
Iramaia,Bahia,Brazil,10752,-13.2858,-40.9508
Laredo,Cantabria,Spain,10752,43.4144,-3.4100
Moda,Andhra Pradesh,India,10752,13.8246,77.4421
Sunadkuppi,Karnātaka,India,10752,16.1400,74.8100
Bendougouba,Kayes,Mali,10752,13.0575,-9.3956
Suhāgi,Madhya Pradesh,India,10751,23.2206,79.9569
Kattāri,Tamil Nādu,India,10751,11.4593,77.7263
Ogano,Saitama,Japan,10751,36.0171,139.0086
Lyngdal,Agder,Norway,10751,58.1333,7.0833
Doi Saket,Chiang Mai,Thailand,10750,18.8667,99.1333
Manatí,Puerto Rico,Puerto Rico,10750,18.4283,-66.4823
Rianxo,Galicia,Spain,10748,42.6500,-8.8167
Briançon,Provence-Alpes-Côte d’Azur,France,10748,44.8964,6.6356
Saint Ives,Cornwall,United Kingdom,10748,50.2110,-5.4800
Kuttattuppatti,Tamil Nādu,India,10748,10.3759,77.8972
Jaladurgam,Andhra Pradesh,India,10748,15.2840,77.9001
Kingri,Bihār,India,10747,25.6326,86.6911
Kelilalina,Fianarantsoa,Madagascar,10747,-21.2843,47.5546
Wang Sombun,Sa Kaeo,Thailand,10747,13.3618,102.1911
Lehigh,Pennsylvania,United States,10747,40.7678,-75.5394
Babhnoul,Bihār,India,10746,25.3202,84.2128
Komarolu,Andhra Pradesh,India,10746,15.2667,79.0000
Jackson,Wyoming,United States,10746,43.4720,-110.7746
Lake Arrowhead,California,United States,10746,34.2531,-117.1944
Lieshout,Noord-Brabant,Netherlands,10745,51.5219,5.5803
Capela do Alto Alegre,Bahia,Brazil,10744,-11.6678,-39.8378
Shirebrook,Derbyshire,United Kingdom,10744,53.2048,-1.2197
Goasi,Bihār,India,10744,25.7643,87.4155
Itacurubí de la Cordillera,Cordillera,Paraguay,10744,-25.4616,-56.8533
Campo Largo,Chaco,Argentina,10743,-26.8000,-60.8333
Whitnash,Warwickshire,United Kingdom,10743,52.2680,-1.5240
Na Sceirí,Fingal,Ireland,10743,53.5828,-6.1083
Racale,Puglia,Italy,10743,39.9667,18.1000
Mogwase,North West,South Africa,10743,-25.2760,27.2160
Juruá,Amazonas,Brazil,10742,-3.4808,-66.0689
Northbrook,Ohio,United States,10741,39.2467,-84.5796
Allonnes,Pays de la Loire,France,10740,47.9686,0.1606
Chantilly,Hauts-de-France,France,10740,49.2000,2.4667
Voisins-le-Bretonneux,Île-de-France,France,10740,48.7592,2.0517
Karuvelampatti,Tamil Nādu,India,10739,9.8448,78.0451
Pādiyūr,Tamil Nādu,India,10738,10.4234,78.0254
Doraville,Georgia,United States,10738,33.9073,-84.2711
Brdovec,Zagrebačka Županija,Croatia,10737,45.8703,15.7644
Emsbüren,Lower Saxony,Germany,10735,52.3925,7.2914
Kumāravādi,Tamil Nādu,India,10735,10.5264,78.3118
Isola del Liri,Lazio,Italy,10735,41.6833,13.5667
Chandreru,Andhra Pradesh,India,10733,17.0980,81.9959
Jaqma,Casablanca-Settat,Morocco,10733,33.2920,-7.4400
Newberry,South Carolina,United States,10733,34.2813,-81.6010
Bhālpatti,Bihār,India,10732,26.1853,86.0509
Vellavādanparappu,Tamil Nādu,India,10732,11.1854,77.8425
Rāybāg,Karnātaka,India,10732,16.4800,74.7800
Nandasmo,Masaya,Nicaragua,10732,11.9333,-86.1167
The Hills,New Jersey,United States,10732,40.6561,-74.6215
Martinengo,Lombardy,Italy,10731,45.5704,9.7674
Motta di Livenza,Veneto,Italy,10731,45.7797,12.6086
Santa María,Usulután,El Salvador,10731,13.3500,-88.4333
Worth,Illinois,United States,10731,41.6877,-87.7916
Placerville,California,United States,10730,38.7308,-120.7979
Choachí,Cundinamarca,Colombia,10729,4.5297,-73.9236
Cantillana,Andalusia,Spain,10728,37.6000,-5.8167
Royston,Barnsley,United Kingdom,10728,53.6100,-1.4500
Kerāi,Bihār,India,10728,25.7510,85.8586
Scenic Oaks,Texas,United States,10727,29.7038,-98.6712
Saks,Alabama,United States,10727,33.7118,-85.8536
Deh Bakrī,Kermān,Iran,10726,29.0478,57.9119
Sonoma,California,United States,10726,38.2902,-122.4598
Uropá,Rondônia,Brazil,10725,-11.1406,-62.3608
Gaohucun,Zhejiang,China,10725,28.3367,120.2178
Panamarattuppatti,Tamil Nādu,India,10725,11.5620,78.1649
Maniamkulam,Kerala,India,10725,9.6410,76.6440
Monte San Pietro,Emilia-Romagna,Italy,10725,44.4578,11.1990
Amesbury,Wiltshire,United Kingdom,10724,51.1730,-1.7800
Campton Hills,Illinois,United States,10724,41.9498,-88.4166
Rogatica,Republika Srpska,Bosnia and Herzegovina,10723,43.7989,19.0036
Léognan,Nouvelle-Aquitaine,France,10723,44.7294,-0.5997
Bāzid Chak Kasturi,Bihār,India,10723,25.6559,85.4412
Andovoranto,Toamasina,Madagascar,10723,-18.9544,49.1094
Ankarabato,Mahajanga,Madagascar,10723,-16.1860,46.1870
Tezontepec de Aldama,Hidalgo,Mexico,10723,19.8833,-98.8167
Taimali,Taitung,Taiwan,10723,22.6167,121.0000
Milton,Vermont,United States,10723,44.6429,-73.1538
Zwettl,Niederösterreich,Austria,10722,48.6033,15.1689
Rājānagaram,Andhra Pradesh,India,10722,17.0833,81.9000
Grezzana,Veneto,Italy,10722,45.5167,11.0167
Sapahi,Bihār,India,10721,26.6517,84.8526
Santa Bárbara,Chihuahua,Mexico,10721,26.8133,-105.8203
Asālem,Gīlān,Iran,10720,37.7211,48.9583
Fujino,Kanagawa,Japan,10720,35.6060,139.1430
Zaragoza,Veracruz,Mexico,10720,17.9531,-94.6414
Săcueni,Bihor,Romania,10720,47.3525,22.0914
Çüngüş,Diyarbakır,Turkey,10720,38.2128,39.2869
Essex Junction,Vermont,United States,10720,44.4902,-73.1141
Alagappapuram,Tamil Nādu,India,10719,8.1468,77.5413
Ōtsuchi,Iwate,Japan,10719,39.3582,141.8994
Pebble Creek,Florida,United States,10719,28.1583,-82.3411
Ubalá,Cundinamarca,Colombia,10718,4.7439,-73.5347
Gülbaar,Osh,Kyrgyzstan,10718,40.4874,72.6525
Dharmavaram,Andhra Pradesh,India,10717,17.2300,82.2280
Morro Bay,California,United States,10717,35.3682,-120.8482
Campolongo Maggiore,Veneto,Italy,10716,45.3305,12.0483
Novomyrhorod,Kirovohradska Oblast,Ukraine,10715,48.7833,31.6500
Ormesby,Middlesbrough,United Kingdom,10714,54.5492,-1.1817
Īmani,Andhra Pradesh,India,10714,16.3302,80.6580
Meiwa,Gunma,Japan,10714,36.2113,139.5342
Villers-la-Ville,Wallonia,Belgium,10713,50.5833,4.5333
Xiaozui,Gansu,China,10713,35.6912,108.0779
Parnera,Gujarāt,India,10713,20.5500,72.9500
Qamīnis,Banghāzī,Libya,10713,31.6572,20.0144
Hartford,Vermont,United States,10713,43.6644,-72.3865
Tigrāna,Haryāna,India,10712,28.8620,76.1370
Sosnivka,Lvivska Oblast,Ukraine,10712,50.2944,24.2500
Nandiala,Centre-Ouest,Burkina Faso,10711,12.3333,-2.1667
Thevūr,Tamil Nādu,India,10711,11.5240,77.7539
Louvain-la-Neuve,Wallonia,Belgium,10710,50.6696,4.6112
Candiota,Rio Grande do Sul,Brazil,10710,-31.5578,-53.6728
Yemva,Komi,Russia,10710,62.6000,50.8667
Van Wert,Ohio,United States,10710,40.8651,-84.5879
La Palma del Condado,Andalusia,Spain,10709,37.3842,-6.5517
Enumulapalle,Andhra Pradesh,India,10709,14.1446,77.8166
Raeren,Wallonia,Belgium,10707,50.6833,6.1167
Tamarana,Paraná,Brazil,10707,-23.7228,-51.0969
Aberystwyth,Ceredigion,United Kingdom,10707,52.4140,-4.0810
Rewtith,Bihār,India,10707,26.2853,84.7155
Sidhap Kalān,Bihār,India,10706,26.5456,86.2346
Chittārkottal,Mizoram,India,10706,9.4276,78.9015
Kenafif,Souss-Massa,Morocco,10706,30.4167,-9.0333
Indaw,Sagaing,Burma,10706,24.2214,96.1433
Gages Lake,Illinois,United States,10706,42.3519,-87.9828
Sesori,San Miguel,El Salvador,10705,13.7167,-88.3667
Tarboro,North Carolina,United States,10705,35.9046,-77.5563
Clermont,Hauts-de-France,France,10704,49.3797,2.4133
Villeneuve-Tolosane,Occitanie,France,10704,43.5247,1.3425
Botticino Sera,Lombardy,Italy,10703,45.5333,10.3000
Santa Catarina Ayotzingo,México,Mexico,10702,19.2647,-98.8975
Jyllinge,Sjælland,Denmark,10701,55.7584,12.1123
Bou Khadra,Tébessa,Algeria,10701,35.7444,8.0325
Marudūr,Tamil Nādu,India,10701,11.2341,76.9067
Loano,Liguria,Italy,10701,44.1290,8.2598
Əliabad,Zaqatala,Azerbaijan,10700,41.4829,46.6348
Mara Rosa,Goiás,Brazil,10700,-14.0169,-49.1778
Schönwalde-Siedlung,Brandenburg,Germany,10700,52.6500,12.9833
Galsi,West Bengal,India,10700,23.3372,87.6925
Shŭrobod,Khatlon,Tajikistan,10700,37.8403,70.0419
Aduku,Kwania,Uganda,10700,2.0194,32.7200
Lwakhakha,Manafwa,Uganda,10700,0.7967,34.3781
Bog’ot,Xorazm,Uzbekistan,10700,41.3500,60.8167
Sangam,Andhra Pradesh,India,10698,14.5956,79.7428
Qal‘eh Tall,Khūzestān,Iran,10698,31.6331,49.8897
Borgloon,Flanders,Belgium,10697,50.8022,5.3433
San Felice sul Panaro,Emilia-Romagna,Italy,10697,44.8393,11.1413
Ambohinihaonana,Fianarantsoa,Madagascar,10697,-21.1965,47.9094
Fuller Heights,Florida,United States,10697,27.9227,-81.9978
Villahermosa,Tolima,Colombia,10696,5.0000,-75.1667
Sam Ko,Ang Thong,Thailand,10696,14.6074,100.2186
Kearney,Missouri,United States,10696,39.3550,-94.3599
Chettipālaiyam,Tamil Nādu,India,10695,10.9125,77.0370
Milattūr,Tamil Nādu,India,10695,10.8576,79.2394
Şebin Karahisar,Giresun,Turkey,10695,40.2886,38.4233
Felida,Washington,United States,10695,45.7138,-122.7103
Kurdi,Karnātaka,India,10694,16.0511,77.2114
Saray,Abşeron,Azerbaijan,10693,40.5330,49.7168
Étaples,Hauts-de-France,France,10693,50.5186,1.6414
Hatch End,Harrow,United Kingdom,10693,51.6010,-0.3743
Sangalbahīta,Bihār,India,10693,25.3295,87.3018
Trevignano,Veneto,Italy,10693,45.7335,12.0940
South Union,Pennsylvania,United States,10693,39.8705,-79.7222
Lexington,Nebraska,United States,10693,40.7779,-99.7461
Soquel,California,United States,10691,36.9978,-121.9483
Déville-lès-Rouen,Normandie,France,10690,49.4700,1.0500
Bāghūz Fawqānī,Dayr az Zawr,Syria,10689,34.4610,40.9490
Sidi Namane,Boumerdes,Algeria,10688,36.7581,3.9839
Chesterfield,Derbyshire,United Kingdom,10688,53.2363,-1.4292
Lachhmīpur,Bihār,India,10688,25.5248,87.3667
Sahuli,Bihār,India,10688,26.1118,84.3485
San Juan,Abra,Philippines,10688,17.6800,120.7300
Morbach,Rhineland-Palatinate,Germany,10687,49.8167,7.1167
Santa Ana Huista,Huehuetenango,Guatemala,10687,15.6833,-91.8167
Medesano,Emilia-Romagna,Italy,10687,44.7568,10.1403
Querência do Norte,Paraná,Brazil,10685,-23.0839,-53.4839
Darfield,Barnsley,United Kingdom,10685,53.5380,-1.3812
Gairtganj,Madhya Pradesh,India,10685,23.4102,78.2208
Iretama,Paraná,Brazil,10684,-24.4239,-52.1058
Bottesford,North Lincolnshire,United Kingdom,10684,53.5521,-0.6714
Jhundpura,Madhya Pradesh,India,10684,26.3473,77.5010
Broomall,Pennsylvania,United States,10684,39.9688,-75.3540
Barmstedt,Schleswig-Holstein,Germany,10683,53.7833,9.7667
Peralillo,Libertador General Bernardo O’Higgins,Chile,10682,-34.4875,-71.4917
Gambettola,Emilia-Romagna,Italy,10682,44.1167,12.3333
Matsuda-sōryō,Kanagawa,Japan,10682,35.3500,139.1333
Baetov,Naryn,Kyrgyzstan,10682,41.2667,74.9570
Tisma,Masaya,Nicaragua,10681,12.0826,-86.0178
Lenoir City,Tennessee,United States,10681,35.8111,-84.2818
Tālsur,West Bengal,India,10680,25.3667,87.8512
Kattipūdi,Andhra Pradesh,India,10680,17.2500,82.3333
Calimesa,California,United States,10680,33.9874,-117.0542
Yampil,Vinnytska Oblast,Ukraine,10679,48.2400,28.2783
Knowle,Solihull,United Kingdom,10678,52.3881,-1.7318
Cerreto Guidi,Tuscany,Italy,10678,43.7617,10.8771
Valadares,Porto,Portugal,10678,41.0937,-8.6392
Lake Barcroft,Virginia,United States,10678,38.8514,-77.1579
Yorkshire,Virginia,United States,10678,38.7882,-77.4496
Fô-Bouré,Borgou,Benin,10677,10.1167,2.4000
Bestwig,North Rhine-Westphalia,Germany,10677,51.3667,8.4000
Richmond Heights,Ohio,United States,10677,41.5589,-81.5029
Frenštát pod Radhoštěm,Moravskoslezský Kraj,Czechia,10676,49.5483,18.2108
Mathigeri,Karnātaka,India,10676,12.1500,77.1000
Sebt Ait Ikkou,Rabat-Salé-Kénitra,Morocco,10676,33.6686,-6.1372
Pine Ridge,Florida,United States,10676,28.9330,-82.4761
Cazzago San Martino,Lombardy,Italy,10675,45.5817,10.0258
Iwai,Tottori,Japan,10675,35.5833,134.3333
Gammasa,Marrakech-Safi,Morocco,10675,31.4182,-8.3784
Aghbalou n’Kerdous,Drâa-Tafilalet,Morocco,10675,31.6767,-5.2976
Bela Crkva,Bela Crkva,Serbia,10675,44.8975,21.4172
Graçanicë,Graçanicë,Kosovo,10675,42.6011,21.1958
Sumner,Washington,United States,10674,47.2189,-122.2338
Pinto,Ñuble,Chile,10673,-36.7036,-71.8922
Bhaur,Bihār,India,10672,26.2751,86.1552
Pulingōm,Kerala,India,10672,12.2833,75.4167
Dakhrām,Bihār,India,10672,26.0542,86.1280
Corozal,Puerto Rico,Puerto Rico,10672,18.3410,-66.3124
Néo Psychikó,Attikí,Greece,10671,38.0000,23.7833
Ardrossan,North Ayrshire,United Kingdom,10670,55.6432,-4.8097
Konganāpuram,Tamil Nādu,India,10670,11.5710,77.9004
Hemāvati,Andhra Pradesh,India,10670,14.0257,76.9933
Darb-e Behesht,Kermān,Iran,10670,29.2331,57.3397
Lohariandava,Toamasina,Madagascar,10670,-18.7844,48.6772
Itārhi,Bihār,India,10669,25.4832,84.0129
Singapperumālkovil,Tamil Nādu,India,10669,12.7595,80.0075
Katra,Jammu and Kashmīr,India,10669,32.9917,74.9319
Besagarahalli,Karnātaka,India,10669,12.6333,77.0000
Cricova,Chişinău,Moldova,10669,47.1389,28.8614
Hosahalli,Karnātaka,India,10668,15.3140,76.3151
Douglass,Pennsylvania,United States,10668,40.3438,-75.5909
São João da Ocalina,Paraná,Brazil,10667,-23.9800,-51.8178
Anoviara,Antsiranana,Madagascar,10667,-14.7408,49.8324
Corning,New York,United States,10666,42.1470,-77.0561
Urgūn,Paktīkā,Afghanistan,10665,32.9006,69.1569
Kivistö,Uusimaa,Finland,10665,60.3236,24.8453
Kānkōl,Kerala,India,10665,12.1556,75.2238
Sālotgi,Karnātaka,India,10664,17.1700,75.9600
Dakhān,Markazī,Iran,10664,35.1250,49.5175
Cameri,Piedmont,Italy,10664,45.5000,8.6500
Darby,Pennsylvania,United States,10664,39.9210,-75.2610
Capim Branco,Minas Gerais,Brazil,10663,-19.5489,-44.1169
Tewkesbury,Gloucestershire,United Kingdom,10663,51.9900,-2.1600
West Haverstraw,New York,United States,10663,41.2063,-73.9884
Maynard,Massachusetts,United States,10663,42.4264,-71.4561
Tinqueux,Grand Est,France,10662,49.2509,3.9918
São Brás de Alportel,Faro,Portugal,10662,37.1500,-7.8833
Krasnousol’skiy,Bashkortostan,Russia,10662,53.8947,56.4686
Betsiaka,Antsiranana,Madagascar,10661,-13.1553,49.2350
Monte Alegre do Piauí,Piauí,Brazil,10660,-9.7539,-45.3039
Chuqung,Qinghai,China,10659,33.3667,97.1333
Joutseno,Etelä-Karjala,Finland,10659,61.1230,28.5015
Chettimangurichchi,Tamil Nādu,India,10659,11.6393,77.8557
Ponnampatti,Tamil Nādu,India,10659,10.5500,78.3744
Felsberg,Hesse,Germany,10658,51.1333,9.4167
Oloron-Sainte-Marie,Nouvelle-Aquitaine,France,10658,43.1947,-0.6056
Al Atārib,Ḩalab,Syria,10657,36.1391,36.8250
Gürün,Sivas,Turkey,10657,38.7225,37.2775
Yeghvard,Kotayk’,Armenia,10656,40.3217,44.4814
Plan-les-Ouates,Genève,Switzerland,10656,46.1667,6.1167
Aulla,Tuscany,Italy,10656,44.2167,9.9667
Puranāttukara,Kerala,India,10655,10.5528,76.1613
Kāla Diāra,Bihār,India,10655,25.5092,85.4480
Ukrainsk,Donetska Oblast,Ukraine,10655,48.1000,37.3833
Malapannanagudi,Karnātaka,India,10654,15.2800,76.3700
Huétor-Tájar,Andalusia,Spain,10653,37.1947,-4.0464
Leninskoe,Chüy,Kyrgyzstan,10653,42.9706,74.6625
Nakonde,Muchinga,Zambia,10652,-9.3314,32.7548
Bharra,Bihār,India,10651,25.4398,86.1624
Teus,Bihār,India,10651,25.2493,85.7141
Kuršėnai,Šiauliai,Lithuania,10651,56.0000,22.9333
Lamhadi,Marrakech-Safi,Morocco,10651,32.3000,-9.0167
Neuenhaus,Lower Saxony,Germany,10650,52.5000,6.9667
Daganzo de Arriba,Madrid,Spain,10650,40.5433,-3.4572
Clute,Texas,United States,10650,29.0256,-95.3975
Ponte Serrada,Santa Catarina,Brazil,10649,-26.8719,-52.0158
Myślibórz,Zachodniopomorskie,Poland,10649,52.9333,14.8667
Bischofswerda,Saxony,Germany,10648,51.1275,14.1797
Antsaravibe,Antsiranana,Madagascar,10648,-13.0517,49.0189
Corocoro,La Paz,Bolivia,10647,-17.1667,-68.4500
Rāmāreddi,Andhra Pradesh,India,10647,18.4110,78.3674
Nowa Dęba,Podkarpackie,Poland,10647,50.4167,21.7667
Santo André,Setúbal,Portugal,10647,38.0667,-8.7833
